time,track_id,est_x,est_y,est_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,cluster_size,roi,lost,hits,true_x,true_y,true_z,true_x,true_y,true_z,true_x,true_y,true_z
2.6670000000000003,0,0.39427686482667923,1.0115468800067902,0.36542676389217377,0.0,0.0,0.0,0.0,0.0,0.0,46,0.5,0,1,0.13169469450278426,-0.004922750098342751,0.1899229575306551,0.1316960069247035,-0.004921443105460859,0.18992288244565292,0.13264125507006758,-0.004941674444503663,0.19086649265701736
2.6670000000000003,1,0.3940264582633972,0.030945658683776855,0.3773406594991684,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0,1,0.13169469450278426,-0.004922750098342751,0.1899229575306551,0.1316960069247035,-0.004921443105460859,0.18992288244565292,0.13264125507006758,-0.004941674444503663,0.19086649265701736
2.6670000000000003,2,1.4062193632125854,0.0337597131729126,0.36967164278030396,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5,0,1,0.13169469450278426,-0.004922750098342751,0.1899229575306551,0.1316960069247035,-0.004921443105460859,0.18992288244565292,0.13264125507006758,-0.004941674444503663,0.19086649265701736
2.971,0,0.6958462130310676,1.0221447249203677,0.5132104476609322,0.992004434882857,0.03486133195255781,0.4861305387130212,3.2631724831672946,0.11467543405446655,1.5991136141875706,51,1.0008310986822897,0,2,0.7403397504802198,0.021190356045453246,0.5331461530360221,0.7403992546118316,0.021326976727860866,0.5333716634905048,0.7411891862293364,0.021083697405744894,0.5337603016344324
2.971,1,0.7067410249707555,0.008594649903034268,0.5103313533114526,1.0286663378531526,-0.07352305519981119,0.437469387540409,3.383770848201162,-0.24185215526253692,1.4390440379618725,3,1.0008310986822897,0,2,0.7403397504802198,0.021190356045453246,0.5331461530360221,0.7403992546118316,0.021326976727860866,0.5333716634905048,0.7411891862293364,0.021083697405744894,0.5337603016344324
2.971,2,1.689423332389386,0.007692111138773328,0.5226841977511865,0.9315920038710547,-0.08574869090177396,0.503330772930535,3.0644473811547868,-0.2820680621768882,1.6556933320083396,2,1.0008310986822897,0,2,0.7403397504802198,0.021190356045453246,0.5331461530360221,0.7403992546118316,0.021326976727860866,0.5333716634905048,0.7411891862293364,0.021083697405744894,0.5337603016344324
3.212,0,0.9188024260424457,1.0244119091929291,0.6596509928334816,0.9251295145700331,0.0094074036205867,0.6076371168985452,-0.2774892959038332,-0.10561795988369752,0.5041766729689788,27,0.5107657333337803,0,3,0.908773443798125,0.01858691858872439,0.6451053483034441,0.908856197255401,0.018864727610835488,0.6453945827815376,0.909542338640208,0.0189645102995748,0.6456987035145262
3.212,1,0.9024874159649172,0.012233091909058524,0.670163224096732,0.8122256887724553,0.015097269734540475,0.6632027833414078,-0.8980939795879556,0.3677191905989694,0.9366530946099533,4,0.5214722662638489,0,3,0.908773443798125,0.01858691858872439,0.6451053483034441,0.908856197255401,0.018864727610835488,0.6453945827815376,0.909542338640208,0.0189645102995748,0.6456987035145262
3.212,2,1.9098720148653199,0.02556684143727539,0.6545584195349194,0.9147248235515928,0.07416900538797533,0.5471959410113401,-0.06998830008075467,0.6635589057665943,0.18201314556350653,4,0.5186719573791746,0,3,0.908773443798125,0.01858691858872439,0.6451053483034441,0.908856197255401,0.018864727610835488,0.6453945827815376,0.909542338640208,0.0189645102995748,0.6456987035145262
3.5100000000000002,0,1.0585450957227969,1.0216956522642957,0.789815437418532,0.4689351331555409,-0.009114956136353759,0.43679343820486694,-1.5308536289076917,-0.0621555696541626,-0.5733009352136852,32,0.4,0,4,1.0470330141992137,0.017719595296279606,0.7701319986859934,1.0471726377643584,0.018038637396601297,0.7702677286570979,1.0477333380030294,0.018159424270059787,0.7705297156900937
3.5100000000000002,1,1.0455082396060562,0.010955412987220692,0.8040072233649487,0.4799356498024796,-0.004287513160529639,0.44914093714166675,-1.11506724486569,-0.06504960703043662,-0.7183283429521511,5,0.43754314727075455,0,4,1.0470330141992137,0.017719595296279606,0.7701319986859934,1.0471726377643584,0.018038637396601297,0.7702677286570979,1.0477333380030294,0.018159424270059787,0.7705297156900937
3.5100000000000002,2,2.0282741439475602,-0.004066086016580872,0.7967410921009435,0.3973225808128863,-0.09943935387200087,0.47712306230209356,-1.7362491367070685,-0.5825783867784435,-0.23514388828606206,4,0.41769010259016176,0,4,1.0470330141992137,0.017719595296279606,0.7701319986859934,1.0471726377643584,0.018038637396601297,0.7702677286570979,1.0477333380030294,0.018159424270059787,0.7705297156900937
3.8750000000000004,0,1.1172221280221732,1.0124781521440875,0.9175386275535112,-0.03452949633385838,-0.03486271985916254,0.2899915530917262,-1.070073911971995,-0.05265367053310077,-0.3284109327303312,0,0.5122075483255406,1,4,1.0470330141992137,0.017719595296279606,0.7701319986859934,1.0471726377643584,0.018038637396601297,0.7702677286570979,1.0477333380030294,0.018159424270059787,0.7705297156900937
3.8750000000000004,1,1.1169499565937382,0.028349768911888562,0.8911322742097258,0.1957307314731012,0.047655769656624276,0.23869876943774554,-0.7786436118613104,0.1423103638826134,-0.5765538841203317,6,0.5707518915668077,0,5,1.0470330141992137,0.017719595296279606,0.7701319986859934,1.0471726377643584,0.018038637396601297,0.7702677286570979,1.0477333380030294,0.018159424270059787,0.7705297156900937
3.8750000000000004,2,2.148882836197542,0.02365188499688675,0.8606137514126797,0.3304347732876213,0.07593964661224002,0.17499358715544183,-0.1832542671925068,0.48049041228559114,-0.827751986703155,3,0.5535328665865871,0,5,1.0470330141992137,0.017719595296279606,0.7701319986859934,1.0471726377643584,0.018038637396601297,0.7702677286570979,1.0477333380030294,0.018159424270059787,0.7705297156900937
4.248,0,1.1925003153998501,1.0098431730183117,0.953328288077651,0.17790796073074003,-0.002903263401258689,0.05569428582238226,0.5695374184037494,0.08568218889518464,-0.6281428076926114,17,1.4778812674133444,0,5,1.1972251297521,0.01235163963006704,0.94288764060889,1.1973989313807976,0.012574335645311364,0.9429293637571589,1.197658097252492,0.012668247777052333,0.9431327133738427
4.248,1,1.2072957100696171,0.03615593208606582,0.9464359494797121,0.24221381628921976,0.02092805140530098,0.1482672259248959,0.12461953033811957,-0.07165608110274346,-0.24244381638833695,4,0.5838276787946248,0,6,1.1972251297521,0.01235163963006704,0.94288764060889,1.1973989313807976,0.012574335645311364,0.9429293637571589,1.197658097252492,0.012668247777052333,0.9431327133738427
4.248,2,2.208449872339842,-0.01754412543525108,0.9299488550698789,0.15969714783458505,-0.11044506818267522,0.18588499639999795,-0.4577416231984888,-0.4996909243831511,0.029199488591303276,1,0.5835082198495953,0,6,1.1972251297521,0.01235163963006704,0.94288764060889,1.1973989313807976,0.012574335645311364,0.9429293637571589,1.197658097252492,0.012668247777052333,0.9431327133738427
4.515000000000001,0,1.1434191347594944,1.0024624508780529,0.9544029849248115,-0.279829375033621,-0.030629386443499586,-0.05408961135161074,-0.7191365426256773,-0.022368781723842115,-0.43531605375416904,0,0.456198810435974,1,5,1.224151315824864,0.030856944334371292,0.9907123553644714,1.2242866553466474,0.030968821274585612,0.9907306734291592,1.2244901173981637,0.030903151356315828,0.9907874375554355
4.515000000000001,1,1.2878946440492323,0.04924280862018238,0.971768846709155,0.3018686665903189,0.049014518854369055,0.09487976490428052,0.22342640562209393,0.10519276198152823,-0.19995303753039448,1,0.4,0,7,1.224151315824864,0.030856944334371292,0.9907123553644714,1.2242866553466474,0.030968821274585612,0.9907306734291592,1.2244901173981637,0.030903151356315828,0.9907874375554355
4.515000000000001,2,2.2401357835222533,0.03701370154761929,1.003265371333887,0.11867382465322555,0.2043364306474543,0.2745936938726889,-0.15364540517363087,1.1789569244574123,0.3322423126318009,2,0.4,0,7,1.224151315824864,0.030856944334371292,0.9907123553644714,1.2242866553466474,0.030968821274585612,0.9907306734291592,1.2244901173981637,0.030903151356315828,0.9907874375554355
4.859,0,1.2402605994801053,1.088472146521159,1.0616509850082378,0.2923604829735385,0.24986390939061978,0.321173629163697,1.6633426104859315,0.8153874878898832,1.0908815131258964,11,1.371710412246124,0,6,1.224151315824864,0.030856944334371292,0.9907123553644714,1.2242866553466474,0.030968821274585612,0.9907306734291592,1.2244901173981637,0.030903151356315828,0.9907874375554355
4.859,1,1.243480060150907,0.09303499134984894,1.0813283791973785,-0.12911216249513194,0.12730285677228673,0.3184870130471618,-1.252851247341429,0.2275823776683657,0.6500210701827955,2,0.47557679837014033,0,8,1.224151315824864,0.030856944334371292,0.9907123553644714,1.2242866553466474,0.030968821274585612,0.9907306734291592,1.2244901173981637,0.030903151356315828,0.9907874375554355
4.859,2,2.2670175882362797,0.12132064496930806,1.0390000112216244,0.07814478114542588,0.24507832390025844,0.10387976711551619,-0.11781698694127833,0.11843573620001223,-0.49626141499178195,1,0.49923179762208525,0,8,1.224151315824864,0.030856944334371292,0.9907123553644714,1.2242866553466474,0.030968821274585612,0.9907306734291592,1.2244901173981637,0.030903151356315828,0.9907874375554355
5.16,0,1.2382591939785756,1.1272278100040203,1.111321750025433,-0.006649187712722944,0.1287563570859175,0.16501915288104763,-0.9933876102533598,-0.4023506721086452,-0.5187856354905293,13,0.5282831951034734,0,7,1.243183993189416,0.12183631848138131,1.110103158268984,1.2432122492180202,0.12190800618764483,1.1103797256891808,1.2432808015009156,0.12173805286917361,1.1094811956927193
5.16,1,1.2235025885180766,0.14378635089762049,1.0928176873552546,-0.06637033765059956,0.16860916793279573,0.038170458996266754,0.20844460081239982,0.1372302696362425,-0.9312842327272256,1,0.4481536188410379,0,9,1.243183993189416,0.12183631848138131,1.110103158268984,1.2432122492180202,0.12190800618764483,1.1103797256891808,1.2432808015009156,0.12173805286917361,1.1094811956927193
5.16,2,2.267507442510066,0.22355698762361764,1.050916527509706,-0.02868200342320653,0.3825684526545521,-0.00052790194488108,-0.20139153660934686,0.2851350778625082,-0.2665625053474183,0,0.4563516083647746,1,8,1.243183993189416,0.12183631848138131,1.110103158268984,1.2432122492180202,0.12190800618764483,1.1103797256891808,1.2432808015009156,0.12173805286917361,1.1094811956927193
5.412,0,1.2327119547244072,1.176507413887851,1.1793099475070363,-0.02201285418320858,0.1955539836659956,0.2697944344508058,-0.06096693043843511,0.2650699467463419,0.41577492686412015,14,0.4,0,8,1.2311405739679726,0.1800496226769856,1.1677918399034481,1.2311232727512902,0.18007194853206726,1.1680052042110147,1.231137455427572,0.18004321112214505,1.1672070059894875
5.412,1,1.17324035352074,0.19747117717452856,1.0960744802689204,-0.24801737092428708,0.23324652298248089,-0.014171333345171948,-0.38542902732375345,0.16040871487392944,-0.2150405932429189,0,0.4,1,9,1.2311405739679726,0.1800496226769856,1.1677918399034481,1.2311232727512902,0.18007194853206726,1.1680052042110147,1.231137455427572,0.18004321112214505,1.1672070059894875
5.412,2,2.2538849935769982,0.329017846684855,1.0423196035498048,-0.07943267064876189,0.4544224922759041,-0.06770165329243044,-0.20139153660934686,0.2851350778625082,-0.2665625053474183,0,1.0410038108024302,2,8,1.2311405739679726,0.1800496226769856,1.1677918399034481,1.2311232727512902,0.18007194853206726,1.1680052042110147,1.231137455427572,0.18004321112214505,1.1672070059894875
5.713,0,1.2163153910188678,1.246597637512348,1.2729895007390808,-0.07074175729454926,0.2551623242445507,0.33887559438378456,-0.10809384532443997,0.1482022488297678,0.18370659656018348,0,0.4,1,8,1.2194996691629676,0.22718333218893377,1.2124330031779202,1.2194476916200707,0.22718750493530404,1.212546164728145,1.219397792654128,0.22726862609086917,1.212009166646247
5.713,1,1.2082432379455577,0.2489606118502119,1.2167144042124254,0.14505127246733024,0.1696099725756114,0.3368319887297197,1.3058758916665019,-0.21141711098627727,1.1661239936042906,8,0.9823807799178934,0,10,1.2194996691629676,0.22718333218893377,1.2124330031779202,1.2194476916200707,0.22718750493530404,1.212546164728145,1.219397792654128,0.22726862609086917,1.212009166646247
5.713,2,2.2208526224075493,0.4787157784546128,1.0098659911352925,-0.14005152316817532,0.5402481507125191,-0.1479369674020034,-0.20139153660934686,0.2851350778625082,-0.2665625053474183,0,2.0127736765296427,3,8,1.2194996691629676,0.22718333218893377,1.2124330031779202,1.2194476916200707,0.22718750493530404,1.212546164728145,1.219397792654128,0.22726862609086917,1.212009166646247
